,Address,Location
689,"5200 W KINZIE ST,Chicago,IL","(41.8878055, -87.7553167)"
690,"5625 S MOBILE AVE,Chicago,IL","(41.7902142, -87.77902429999999)"
691,"9351 S LOWE AVE,Chicago,IL","(41.7237047, -87.6390588)"
692,"4820 W WALTON ST,Chicago,IL","(41.8979858, -87.7469217)"
693,"3315 W CARMEN AVE,Chicago,IL","(41.97362469999999, -87.7110707)"
694,"10414 S STATE ST,Chicago,IL","(41.7048032, -87.6240471)"
695,"4143 N KOLMAR AVE,Chicago,IL","(41.9570303, -87.7418483)"
696,"6156 N CLAREMONT AVE,Chicago,IL","(41.9939266, -87.6885398)"
697,"2732 N AVERS AVE,Chicago,IL","(41.9315116, -87.7237361)"
698,"936 E 54TH ST,Chicago,IL","(41.7984806, -87.6023927)"
699,"10558 S AVE L,Chicago,IL","(41.7028549, -87.5368764)"
700,"1635 W 33RD PL,Chicago,IL","(41.8330466, -87.6666722)"
701,"901 E 95TH ST,Chicago,IL","(41.7220856, -87.60086989999999)"
702,"1720 W 87TH ST,Chicago,IL","(41.736052, -87.6663669)"
703,"1132 S HOMAN AVE,Chicago,IL","(41.86712319999999, -87.7109965)"
704,"1333 N LARAMIE AVE,Chicago,IL","(41.90531439999999, -87.7552631)"
705,"2714 W AUGUSTA BL,Chicago,IL","(41.8994704, -87.6948413)"
706,"3113 S RHODES AVE,Chicago,IL","(41.8378996, -87.61336430000001)"
707,"254 E CHICAGO AVE,Chicago,IL","(41.896789, -87.6206212)"
708,"300 W HILL ST,Chicago,IL","(41.9032652, -87.6361178)"
709,"5611 N CLARK ST,Chicago,IL","(41.9839098, -87.6685299)"
710,"716 W ADDISON ST,Chicago,IL","(41.94757269999999, -87.6478523)"
711,"4015 N ASHLAND AVE,Chicago,IL","(41.9552279, -87.6686125)"
712,"1400 W 109TH ST,Chicago,IL","(41.6958166, -87.65710220000001)"
713,"2501 W ADDISON ST,Chicago,IL","(41.945431, -87.690618)"
714,"1754 W ALBION AVE,Chicago,IL","(42.0016337, -87.67452180000001)"
715,"700 E 113TH ST,Chicago,IL","(41.689016, -87.603093)"
716,"4619 S WOLCOTT AVE,Chicago,IL","(41.81005500000001, -87.6722915)"
717,"1734 N ORLEANS ST,Chicago,IL","(41.9138171, -87.63804300000001)"
718,"1440 S CHRISTIANA AVE,Chicago,IL","(41.861415, -87.709653)"
719,"59 W NORTH BL,Chicago,IL","(41.9107716, -87.6312389)"
720,"1531 N DEARBORN PKWY,Chicago,IL","(41.910463, -87.62978690000001)"
721,"2001 S CALIFORNIA AVE,Chicago,IL","(41.8546431, -87.69524609999999)"
722,"138 W 109TH ST,Chicago,IL","(41.696449, -87.62705679999999)"
723,"5210 W 64TH ST,Chicago,IL","(41.7760009, -87.75244070000001)"
724,"3500 W DOUGLAS BL,Chicago,IL","(41.8631549, -87.7132915)"
725,"9928 S CRANDON AVE,Chicago,IL","(41.7092873, -87.5665387)"
726,"4833 N FRANCISCO AVE,Chicago,IL","(41.9695232, -87.70005429999999)"
727,"1257 W COLUMBIA AVE,Chicago,IL","(42.0044954, -87.6630931)"
728,"5116 W 44TH ST,Chicago,IL","(41.8129778, -87.7526003)"
729,"5911 W MIDWAY PARK,Chicago,IL","(41.888698, -87.77265299999999)"
730,"3700 W 87TH ST,Chicago,IL","(41.735266, -87.714333)"
731,"6448 S TRIPP AVE,Chicago,IL","(41.7753601, -87.7293478)"
732,"3100 W BRYN MAWR AVE,Chicago,IL","(41.9830805, -87.70685979999999)"
733,"5221 W CONGRESS PKWY,Chicago,IL","(41.8739211, -87.75558079999999)"
734,"7526 S LOWE AVE,Chicago,IL","(41.7567282, -87.6408135)"
735,"851 W WAVELAND AVE,Chicago,IL","(41.9487247, -87.65127)"
736,"8101 S LA SALLE ST,Chicago,IL","(41.7466777, -87.6275455)"
737,"7901 S SANGAMON ST,Chicago,IL","(41.7503284, -87.64707349999999)"
738,"7000 N SACRAMENTO AVE,Chicago,IL","(42.0097216, -87.7044793)"
739,"462 N PINE AVE,Chicago,IL","(41.8891912, -87.76334609999999)"
740,"1431 N LEAMINGTON AVE,Chicago,IL","(41.9070671, -87.75431859999999)"
741,"5300 S LOOMIS BL,Chicago,IL","(41.7972148, -87.6600442)"
742,"6207 S UNIVERSITY AVE,Chicago,IL","(41.7821475, -87.5976348)"
743,"632 W 71ST ST,Chicago,IL","(41.7651164, -87.6398945)"
744,"2410 S TRUMBULL AVE,Chicago,IL","(41.847536, -87.71156200000001)"
745,"1735 S STATE ST,Chicago,IL","(41.8585918, -87.6271587)"
746,"615 W KEMPER PL,Chicago,IL","(41.9243523, -87.6445328)"
747,"2001 N ORCHARD ST,Chicago,IL","(41.9191218, -87.64555089999999)"
748,"6054 S DAMEN AVE,Chicago,IL","(41.7834138, -87.6746801)"
749,"6130 S WOLCOTT AVE,Chicago,IL","(41.78208730000001, -87.67215379999999)"
750,"1139 N PULASKI RD,Chicago,IL","(41.9021446, -87.7262842)"
751,"3221 N SACRAMENTO AVE,Chicago,IL","(41.9402447, -87.70213559999999)"
752,"5117 N LINCOLN AVE,Chicago,IL","(41.9747178, -87.6916906)"
753,"2324 WEST 111TH ST,Chicago,IL","(41.69208160000001, -87.6797594)"
754,"10809 S AVE F,Chicago,IL","(41.6987467, -87.5302035)"
755,"2251 W 50TH PL,Chicago,IL","(41.8018799, -87.68150949999999)"
756,"2620 S LAWNDALE AVE,Chicago,IL","(41.8429471, -87.7175044)"
757,"3120 S KOSTNER AVE,Chicago,IL","(41.8351557, -87.73557369999999)"
758,"9511 S COMMERCIAL AVE,Chicago,IL","(41.7225637, -87.5509527)"
759,"2103 N LAMON AVE,Chicago,IL","(41.919018, -87.7482678)"
760,"2845 N NEWCASTLE AVE,Chicago,IL","(41.9316111, -87.79638279999999)"
761,"3125 W JACKSON BL,Chicago,IL","(41.8773313, -87.7042877)"
762,"3212 W GEORGE ST,Chicago,IL","(41.9342571, -87.70799070000001)"
763,"3432 W 18TH ST,Chicago,IL","(41.8571839, -87.71153489999999)"
764,"3231 N. SPRINGFIELD AVE,Chicago,IL","(41.9400535, -87.7242263)"
765,"3344 W 79TH ST,Chicago,IL","(41.7500187, -87.7067368)"
766,"6333 W BLOOMINGDALE AVE,Chicago,IL","(41.9126297, -87.78426280000001)"
767,"5203 S LOWE AVE,Chicago,IL","(41.7995956, -87.6416314)"
768,"3320 W HIRSCH ST,Chicago,IL","(41.9067042, -87.71053189999999)"
769,"1501 N GREENVIEW AVE,Chicago,IL","(41.90920190000001, -87.66477520000001)"
770,"1424 N CLEAVER ST,Chicago,IL","(41.90779029999999, -87.6647351)"
771,"2756 W MORSE AVE,Chicago,IL","(42.0069136, -87.6995628)"
772,"6350 N WHIPPLE ST,Chicago,IL","(41.9972629, -87.7060951)"
773,"10021 S LUELLA AVE,Chicago,IL","(41.7129127, -87.5682047)"
774,"5558 S GREEN ST,Chicago,IL","(41.7925922, -87.64633359999999)"
775,"2239 W LUNT AVE,Chicago,IL","(42.0087052, -87.687484)"
776,"5700 W BERTEAU AVE,Chicago,IL","(41.9574434, -87.7703645)"
777,"3130 W 87TH ST,Chicago,IL","(41.735285, -87.7003654)"
778,"613 W BITTERSWEET PL,Chicago,IL","(41.9552378, -87.646237)"
779,"4300 W IRVING PARK RD,Chicago,IL","(41.953954, -87.7359769)"
780,"7700 S WALLACE ST,Chicago,IL","(41.7542973, -87.6398482)"
781,"2941 N MC VICKER AVE,Chicago,IL","(41.934333, -87.77688859999999)"
782,"3800 S RHODES AVE,Chicago,IL","(41.8256695, -87.61439709999999)"
783,"3202 W 28TH ST,Chicago,IL","(41.841524, -87.7052983)"
784,"7433 S DORCHESTER AVE,Chicago,IL","(41.7600198, -87.5904492)"
785,"3228 W FLOURNOY ST,Chicago,IL","(41.8727598, -87.7071345)"
786,"5426 S SHIELDS AVE,Chicago,IL","(41.79545400000001, -87.6345319)"
787,"900 E PERSHING RD.,Chicago,IL","(41.8236861, -87.6074701)"
788,"1420 N HUDSON AVE,Chicago,IL","(41.907759, -87.6402971)"
789,"2935 W POLK ST,Chicago,IL","(41.8705589, -87.6997119)"
790,"3035 E 130TH ST,Chicago,IL","(41.6591714, -87.549461)"
791,"8050 S CHAPPEL AVE,Chicago,IL","(41.7488009, -87.5754114)"
792,"2047 N SPAULDING AVE,Chicago,IL","(41.9187159, -87.71027219999999)"
793,"1640 N MAPLEWOOD AVE,Chicago,IL","(41.9112273, -87.6909058)"
794,"230 N KOLMAR AVE,Chicago,IL","(41.8842896, -87.7394384)"
795,"6727 S CALIFORNIA AVE,Chicago,IL","(41.7709745, -87.69251009999999)"
796,"1031 N RUSH ST,Chicago,IL","(41.901786, -87.6277908)"
797,"4200 W 115TH ST,Chicago,IL","(41.6848219, -87.72404379999999)"
798,"6734 S KEDZIE AVE,Chicago,IL","(41.7709893, -87.7030318)"
799,"6550 S RICHMOND ST,Chicago,IL","(41.77517719999999, -87.6971257)"
800,"9810 S EXCHANGE AVE,Chicago,IL","(41.7168807, -87.55237699999999)"
801,"3250 W ADAMS ST,Chicago,IL","(41.8790132, -87.70698709999999)"
802,"3900 N LAWNDALE AVE,Chicago,IL","(41.9522637, -87.72047649999999)"
803,"1637 W 87TH ST,Chicago,IL","(41.7357665, -87.6644002)"
804,"922 W FLETCHER ST,Chicago,IL","(41.939215, -87.652666)"
805,"8035 S HONORE ST,Chicago,IL","(41.74726099999999, -87.669055)"
806,"4217 W 18TH ST,Chicago,IL","(41.8564752, -87.73081359999999)"
807,"4100 W WEST END AVE,Chicago,IL","(41.8834826, -87.7285216)"
808,"6622 S DR MARTIN LUTHER KING,Chicago,IL","(41.7740245, -87.61549)"
809,"6937 N RIDGE BLVD,Chicago,IL","(42.0076725, -87.6813073)"
810,"1537 N LAWNDALE AVE,Chicago,IL","(41.9092399, -87.71884899999999)"
811,"5835 N LINCOLN AVE,Chicago,IL","(41.98791629999999, -87.70114430000001)"
812,"5835 N LINCOLN AVE,Chicago,IL","(41.98791629999999, -87.70114430000001)"
813,"512 S LAVERGNE AVE,Chicago,IL","(41.8736435, -87.7557412)"
814,"2250 N CLIFTON AVE,Chicago,IL","(41.9229612, -87.6576992)"
815,"4550 W SUNNYSIDE AVE,Chicago,IL","(41.9630974, -87.7420401)"
816,"249 E 37TH ST,Chicago,IL","(41.8271544, -87.61983459999999)"
817,"838 W MARQUETTE RD,Chicago,IL","(41.77270800000001, -87.646416)"
818,"1800 W GARFIELD BL,Chicago,IL","(41.7939677, -87.66949509999999)"
819,"1841 N SPRINGFIELD AVE,Chicago,IL","(41.9146393, -87.7234738)"
820,"3527 S WALLACE ST,Chicago,IL","(41.8303654, -87.6408429)"
821,"2712 S SAWYER AVE,Chicago,IL","(41.8420103, -87.70659309999999)"
822,"6543 S CHAMPLAIN AVE,Chicago,IL","(41.77535839999999, -87.60908169999999)"
823,"4865 N SHERIDAN RD,Chicago,IL","(41.9711969, -87.6544481)"
824,"4850 N KENMORE AVE,Chicago,IL","(41.9705619, -87.6562558)"
825,"8801 S INDIANA AVE,Chicago,IL","(41.734354, -87.618014)"
826,"1419 E 89TH ST,Chicago,IL","(41.7328045, -87.5899013)"
827,"2901 S POPLAR AVE,Chicago,IL","(41.8411442, -87.6485994)"
828,"4446_58 S. EMERALD AVE,Chicago,IL","(41.8130543, -87.64443709999999)"
829,"6901 S FAIRFIELD AVE,Chicago,IL","(41.7677443, -87.6915121)"
830,"600 W 36TH ST,Chicago,IL","(41.8289869, -87.6411854)"
831,"10714 S SAWYER AVE,Chicago,IL","(41.6983547, -87.7024805)"
832,"2210 W PERSHING RD,Chicago,IL","(41.8237382, -87.6824446)"
833,"2744 W PERSHING RD,Chicago,IL","(41.8230744, -87.6942013)"
834,"2647 E 88TH ST,Chicago,IL","(41.7353585, -87.5594199)"
835,"4728 N WOLCOTT AVE,Chicago,IL","(41.9681459, -87.6769468)"
836,"1301 W 14TH ST,Chicago,IL","(41.8629807, -87.6596682)"
837,"1600 W BRYN MAWR AVE,Chicago,IL","(41.9834662, -87.6699028)"
838,"412 S KEELER AVE,Chicago,IL","(41.8747409, -87.73078629999999)"
839,"149 W 73RD ST,Chicago,IL","(41.7618091, -87.6285999)"
840,"2131 E 96TH ST,Chicago,IL","(41.7206681, -87.57287409999999)"
841,"6343 W IRVING PARK RD,Chicago,IL","(41.9526427, -87.7851891)"
842,"3736 N MARSHFIELD AVE,Chicago,IL","(41.9499159, -87.6701562)"
843,"6200 W PATTERSON AVE,Chicago,IL","(41.94679, -87.7816663)"
844,"4196 S STATE ST,Chicago,IL","(41.8183525, -87.6263697)"
845,"12339 S NORMAL AVE,Chicago,IL","(41.6694238, -87.6340462)"
846,"7140 S DR MARTIN LUTHER KING,Chicago,IL","(41.7646673, -87.6157549)"
847,"2754 S TRUMBULL AVE,Chicago,IL","(41.8409073, -87.71139099999999)"
848,"5311 S HAMILTON AVE,Chicago,IL","(41.7970054, -87.6780139)"
849,"401 W BELDEN AVE,Chicago,IL","(41.9237493, -87.63938739999999)"
850,"5950 S WOODLAWN AVE,Chicago,IL","(41.7859785, -87.59633269999999)"
851,"3465 NORTH CICERO AVE,Chicago,IL","(41.9442648, -87.7466905)"
852,"1331 S MILLARD AVE,Chicago,IL","(41.8635725, -87.7162908)"
853,"205 E RANDOLPH ST,Chicago,IL","(41.8838832, -87.6218691)"
854,"848 S MILLER ST,Chicago,IL","(41.8704061, -87.65225559999999)"
855,"5940 S CENTRAL AVE,Chicago,IL","(41.78416, -87.762312)"
856,"9000 S EXCHANGE AVE,Chicago,IL","(41.7311453, -87.5533088)"
857,"2916 W 47TH ST,Chicago,IL","(41.8086002, -87.6971974)"
858,"2060 W GRANVILLE AVE,Chicago,IL","(41.994761, -87.68183049999999)"
859,"2233 W OHIO ST,Chicago,IL","(41.8919352, -87.6834926)"
860,"6446 S KIMBARK AVE,Chicago,IL","(41.777334, -87.59502400000001)"
861,"4415 S DR MARTIN LUTHER KING,Chicago,IL","(41.81419090000001, -87.6164524)"
862,"3651 W SCHUBERT AVE,Chicago,IL","(41.9295238, -87.71908289999999)"
863,"1310 S ASHLAND AVE,Chicago,IL","(41.8646238, -87.6669594)"
864,"1501 W FULLERTON AVE,Chicago,IL","(41.9249831, -87.665897)"
865,"2632 W 66TH ST,Chicago,IL","(41.7736759, -87.6896336)"
866,"1814 N MONTICELLO AVE,Chicago,IL","(41.9141528, -87.7178741)"
867,"6700 N AVONDALE AVE,Chicago,IL","(42.0021942, -87.8184285)"
868,"5085 W ADAMS ST,Chicago,IL","(41.8780522, -87.7527466)"
869,"1711 N CALIFORNIA AVE,Chicago,IL","(41.9130714, -87.69633499999999)"
870,"5727 S RACINE AVE,Chicago,IL","(41.7896317, -87.6545847)"
871,"11710 S MORGAN ST,Chicago,IL","(41.6809259, -87.64743779999999)"
872,"8407 S KERFOOT AVE,Chicago,IL","(41.7413469, -87.6396041)"
873,"2153 W 111TH ST,Chicago,IL","(41.6915158, -87.6756351)"
874,"1744 W PRYOR AVE,Chicago,IL","(41.6919264, -87.66576959999999)"
875,"6011 S ROCKWELL ST,Chicago,IL","(41.7840429, -87.6880979)"
876,"431 N TROY ST,Chicago,IL","(41.8890389, -87.704657)"
877,"3737 W 99TH ST,Chicago,IL","(41.712273, -87.716352)"
878,"6410 S DANTE AVE,Chicago,IL","(41.77866119999999, -87.589582)"
879,"3724 W 111TH ST,Chicago,IL","(41.6913567, -87.71420309999999)"
880,"2200 N HAMLIN AVE,Chicago,IL","(41.9213743, -87.7224669)"
881,"2036 N AVERS AVE,Chicago,IL","(41.9176511, -87.7235197)"
882,"720 W BELMONT AVE,Chicago,IL","(41.9402051, -87.64756849999999)"
883,"10841 S HOMAN AVE,Chicago,IL","(41.6960718, -87.7052305)"
884,"10540 S MORGAN ST,Chicago,IL","(41.702288, -87.6483837)"
885,"7351 S STONY ISLAND AVE,Chicago,IL","(41.7610725, -87.58478989999999)"
886,"3150 S ROBINSON CT,Chicago,IL","(41.837083, -87.667485)"
887,"5873 N NINA AVE,Chicago,IL","(41.9878081, -87.8033045)"
888,"2617 W 105TH ST,Chicago,IL","(41.7017894, -87.6869124)"
889,"3539 W GRACE ST,Chicago,IL","(41.9497364, -87.7170874)"
890,"1743 W 73RD ST,Chicago,IL","(41.7610873, -87.667889)"
891,"5335 S KENWOOD AVE,Chicago,IL","(41.7980014, -87.5934479)"
892,"6113 N NEVA AVE,Chicago,IL","(41.9928646, -87.805627)"
893,"1833 E 71ST ST,Chicago,IL","(41.7660312, -87.57982419999999)"
894,"4837 W ERIE ST,Chicago,IL","(41.8920702, -87.7472655)"
895,"55 W CERMAK RD,Chicago,IL","(41.8526024, -87.6292349)"
896,"6820 S WASHTENAW AVE,Chicago,IL","(41.7692066, -87.6909357)"
897,"1434 W DIVISION ST,Chicago,IL","(41.9036803, -87.664261)"
898,"739 N ADA ST,Chicago,IL","(41.89539, -87.6611199)"
899,"2533 N SACRAMENTO AVE,Chicago,IL","(41.92765199999999, -87.70202599999999)"
900,"8555 S MICHIGAN AVE,Chicago,IL","(41.7386141, -87.62057639999999)"
901,"2953 W NELSON ST,Chicago,IL","(41.9373001, -87.70181579999999)"
902,"3252 N BROADWAY,Chicago,IL","(41.94155569999999, -87.6451008)"
903,"1707 W. MORSE AVE,Chicago,IL","(42.0073304, -87.67269619999999)"
904,"6737 W FOREST PRESERVE AVE,Chicago,IL","(41.9586877, -87.7957466)"
905,"2300 N NARRAGANSETT AVE,Chicago,IL","(41.922026, -87.785743)"
906,"700 W WILLOW ST,Chicago,IL","(41.914397, -87.6465655)"
907,"1929 W 87TH ST,Chicago,IL","(41.7353662, -87.67144789999999)"
908,"1342 E 54TH ST,Chicago,IL","(41.7980245, -87.5923096)"
909,"6006 S PEORIA ST,Chicago,IL","(41.7844599, -87.6478959)"
910,"5250 S ROCKWELL ST,Chicago,IL","(41.7981868, -87.68941559999999)"
911,"1447_1453 S HARDING AVE,Chicago,IL","(41.861065, -87.723445)"
912,"2121 N KEELER AVE,Chicago,IL","(41.91952149999999, -87.7309143)"
913,"4127 W HIRSCH ST,Chicago,IL","(41.9062393, -87.7300539)"
914,"7200 S INGLESIDE AVE,Chicago,IL","(41.7640694, -87.6024357)"
915,"1460 W SUPERIOR ST,Chicago,IL","(41.8952034, -87.664611)"
916,"1 NORTH STATE ST,Chicago,IL","(41.8824143, -87.62724879999999)"
917,"3645 W CHICAGO AVE,Chicago,IL","(41.89518580000001, -87.718132)"
918,"1400 W AUGUSTA BL,Chicago,IL","(41.9000176, -87.6627352)"
919,"2645 N SHEFFIELD AVE,Chicago,IL","(41.9305329, -87.65343399999999)"
920,"6660 W 52ND ST,Chicago,IL","(41.7977577, -87.78857459999999)"
921,"5104 W BELMONT,Chicago,IL","(41.9389496, -87.7545167)"
922,"4537 W CARMEN AVE,Chicago,IL","(41.9734347, -87.7420959)"
923,"4416 N. TROY ST,Chicago,IL","(41.9619799, -87.70763199999999)"
924,"5220 N CALIFORNIA AVE,Chicago,IL","(41.9763222, -87.69919209999999)"
925,"3730 W BRYN MAWR AVE,Chicago,IL","(41.9833796, -87.72158879999999)"
926,"4338 W WABANSIA AVE,Chicago,IL","(41.9126532, -87.73538669999999)"
927,"5501 N KEDZIE AVE,Chicago,IL","(41.9812798, -87.7078105)"
928,"5108 W DIVISION ST,Chicago,IL","(41.9025344, -87.7537794)"
929,"5252 W PALMER ST,Chicago,IL","(41.9211098, -87.7578772)"
930,"5801 N NATOMA AVE,Chicago,IL","(41.98662270000001, -87.79342799999999)"
931,"7117 W PETERSON AVE,Chicago,IL","(41.9900076, -87.80448489999999)"
932,"5900 N NINA AVE,Chicago,IL","(41.9892412, -87.8026524)"
933,"7101 W 63RD ST,Chicago,IL","(41.777082, -87.79858899999999)"
934,"3105 N OAK PARK AVE,Chicago,IL","(41.9365175, -87.7952629)"
935,"965 W 95TH ST,Chicago,IL","(41.721005, -87.6485124)"
936,"9440 S VINCENNES AVE,Chicago,IL","(41.7222606, -87.65065799999999)"
937,"910 E PERSHING RD,Chicago,IL","(41.8249607, -87.60390439999999)"
938,"6441 S OAKLEY AVE,Chicago,IL","(41.776153, -87.680634)"
939,"2401 W CONGRESS PKWY,Chicago,IL","(41.8746515, -87.6865777)"
940,"6500 S RACINE AVE,Chicago,IL","(41.7750512, -87.6553561)"
941,"429 N COLUMBUS DR,Chicago,IL","(41.8888235, -87.6203965)"
942,"7646 S GREEN ST,Chicago,IL","(41.7547862, -87.64596929999999)"
943,"8335 S HONORE ST,Chicago,IL","(41.742683, -87.6692724)"
944,"4712 W OHIO ST,Chicago,IL","(41.8915896, -87.7443417)"
945,"607 N HARDING AVE,Chicago,IL","(41.8921082, -87.7247632)"
946,"6940 S MERRILL AVE,Chicago,IL","(41.7686287, -87.57317309999999)"
947,"1532 S MICHIGAN AVE,Chicago,IL","(41.8610023, -87.6244461)"
948,"6566 N AVONDALE AVE,Chicago,IL","(41.9993519, -87.81517430000001)"
949,"6634 W RAVEN ST,Chicago,IL","(41.99379039999999, -87.7931364)"
950,"5430 N OLCOTT AVE,Chicago,IL","(41.9782824, -87.8144555)"
951,"5424 N OKETO AVE,Chicago,IL","(41.9787093, -87.8123964)"
952,"1940 W 18TH ST,Chicago,IL","(41.8579753, -87.6750643)"
953,"1940 W 18TH ST,Chicago,IL","(41.8579753, -87.6750643)"
954,"744 N PULASKI RD,Chicago,IL","(41.8943307, -87.726035)"
955,"730 N PULASKI RD,Chicago,IL","(41.8941496, -87.72646209999999)"
956,"3000 S LAWNDALE AVE,Chicago,IL","(41.8382715, -87.71769139999999)"
957,"525 N ARMOUR ST,Chicago,IL","(41.8926537, -87.66555149999999)"
958,"6550 S SEELEY AVE,Chicago,IL","(41.7741847, -87.67533379999999)"
959,"2330 E 99TH ST,Chicago,IL","(41.7156226, -87.56716569999999)"
960,"2446 N RIDGEWAY AVE,Chicago,IL","(41.9258244, -87.7210058)"
961,"9050 S BURLEY AVE,Chicago,IL","(41.7304119, -87.5459182)"
962,"2130 S CENTRAL PARK AVE,Chicago,IL","(41.8525159, -87.7151457)"
963,"4641 N ASHLAND AVE,Chicago,IL","(41.9664797, -87.6688298)"
964,"2235 S ALBANY AVE,Chicago,IL","(41.8504839, -87.7025043)"
965,"2228 S WHIPPLE ST,Chicago,IL","(41.85084430000001, -87.7018839)"
966,"13300 S LANGLEY AVE,Chicago,IL","(41.65369740000001, -87.6049453)"
967,"4810 S LEAMINGTON AVE,Chicago,IL","(41.8051053, -87.7521354)"
968,"4434 N LARAMIE AVE,Chicago,IL","(41.9618289, -87.7576867)"
969,"7151 W CORNELIA AVE,Chicago,IL","(41.9432242, -87.8065994)"
970,"221 E 49TH ST,Chicago,IL","(41.80548570000001, -87.6203386)"
971,"4935 S INDIANA AVE,Chicago,IL","(41.8047037, -87.6210882)"
972,"8247 S CHRISTIANA AVE,Chicago,IL","(41.7429177, -87.7052807)"
973,"2100 E 88TH ST,Chicago,IL","(41.7352636, -87.5732451)"
974,"12450 S STATE ST,Chicago,IL","(41.6677891, -87.62230009999999)"
975,"2021 N BURLING ST,Chicago,IL","(41.9187998, -87.64668909999999)"
976,"4856 S LAFLIN ST,Chicago,IL","(41.8051666, -87.6624487)"
977,"7101 N GREENVIEW AVE,Chicago,IL","(42.0118136, -87.6677248)"
978,"2221 S LAWNDALE AVE,Chicago,IL","(41.8510657, -87.7169435)"
979,"5051 N KENNETH AVE,Chicago,IL","(41.97296, -87.7386609)"
980,"200 E 111TH ST,Chicago,IL","(41.6926437, -87.6182275)"
981,"7037 S RHODES AVE,Chicago,IL","(41.766664, -87.61128910000001)"
982,"6430 S KENWOOD AVE,Chicago,IL","(41.7775899, -87.593442)"
983,"8116 S HALSTED ST,Chicago,IL","(41.7466134, -87.64391309999999)"
984,"1420 N ARTESIAN AVE,Chicago,IL","(41.9073095, -87.6885435)"
985,"4302 W DIVISION ST,Chicago,IL","(41.9025543, -87.7339523)"
986,"8001 S WABASH AVE,Chicago,IL","(41.749023, -87.62245899999999)"
987,"5300 S HALSTED ST,Chicago,IL","(41.797627, -87.645662)"
988,"3200 W CONGRESS PKWY,Chicago,IL","(41.8749169, -87.7059695)"
989,"3349 W RICE ST,Chicago,IL","(41.8964214, -87.7107745)"
990,"5653 S LOOMIS ST,Chicago,IL","(41.7941021, -87.6597424)"
991,"4109 S PRINCETON AVE,Chicago,IL","(41.81924069999999, -87.633313)"
992,"5917 N BROADWAY,Chicago,IL","(41.98926609999999, -87.6597274)"
993,"4556 W 56TH ST,Chicago,IL","(41.7912594, -87.73696989999999)"
994,"3231 W DOUGLAS BLVD,Chicago,IL","(41.8624923, -87.70689259999999)"
995,"4701 W MARQUETTE RD,Chicago,IL","(41.7711749, -87.73950409999999)"
996,"2420 W ADAMS ST,Chicago,IL","(41.8790539, -87.68723210000002)"
997,"3925 E 104TH ST,Chicago,IL","(41.7063698, -87.5292697)"
998,"730 S SPRINGFIELD AVE,Chicago,IL","(41.8711594, -87.72282229999999)"
999,"8900 S GREEN BAY AVE,Chicago,IL","(41.733697, -87.541972)"
1000,"630 N KINGSBURY AVE,Chicago,IL","(41.8936415, -87.6419353)"
1001,"1800 N ASHLAND AVE,Chicago,IL","(41.9146169, -87.6680129)"
1002,"1401 S INDIANA AVE,Chicago,IL","(41.863955, -87.622017)"
1003,"1434 N MONTICELLO AVE,Chicago,IL","(41.9074835, -87.7179382)"
1004,"3517 W ARTHINGTON ST,Chicago,IL","(41.8694047, -87.71376409999999)"
1005,"2900 S ASHLAND AVE,Chicago,IL","(41.8443995, -87.66634669999999)"
1006,"1750 W JUNEWAY TER,Chicago,IL","(42.0225303, -87.6754558)"
1007,"1944 S ST. LOUIS AVE,Chicago,IL","(41.853935, -87.71274299999999)"
1008,"916 N HONORE ST,Chicago,IL","(41.898361, -87.67378699999999)"
1009,"1426 W WARNER AVE,Chicago,IL","(41.957339, -87.665275)"
1010,"3200 W PETERSON AVE,Chicago,IL","(41.9912637, -87.7099708)"
1011,"6200 S LASALLE ST,Chicago,IL","(41.7816817, -87.6289278)"
1012,"6336 S KILBOURN AVE,Chicago,IL","(41.7778584, -87.73523379999999)"
1013,"2155 W WABANSIA AVE,Chicago,IL","(41.91261009999999, -87.6821397)"
1014,"3150 S WESTERN AVE,Chicago,IL","(41.8368229, -87.68573909999999)"
1015,"2850 S HALSTED ST,Chicago,IL","(41.84256269999999, -87.6463998)"
1016,"4101 S. LAKE PARK AVE,Chicago,IL","(41.820137, -87.6001556)"
1017,"5801 N PULASKI RD,Chicago,IL","(41.9861619, -87.72679190000001)"
1018,"800 W WISCONSIN ST,Chicago,IL","(41.916011, -87.6488839)"
1019,"1401 N NOBLE ST,Chicago,IL","(41.9070604, -87.6627099)"
1020,"6400 N KEDZIE,Chicago,IL","(41.9978536, -87.70934629999999)"
1021,"115 S. SANGAMON ST,Chicago,IL","(41.87979929999999, -87.6508049)"
1022,"450 E. BENTON PLACE,Chicago,IL","(41.8858918, -87.6175994)"
1023,"1801 S CALUMET AVE,Chicago,IL","(41.8577974, -87.6192481)"
1024,"105TH - 129TH ST,Chicago,IL","(41.7056605, -87.5644683)"
1025,"2430 W LOGAN BLVD,Chicago,IL","(41.9285849, -87.69069119999999)"
1026,"1805 N ALBANY AVE,Chicago,IL","(41.913916, -87.704808)"
1027,"3919 N MONTICELLO AVE,Chicago,IL","(41.9526158, -87.71901040000002)"
1028,"745 W WRIGHTWOOD AVE,Chicago,IL","(41.9290862, -87.6482187)"
1029,"6800 S STEWART AVE,Chicago,IL","(41.7708441, -87.63258569999999)"
1030,"245 W 51ST ST,Chicago,IL","(41.8012712, -87.6326036)"
1031,"6938 S EAST END AVE,Chicago,IL","(41.7688995, -87.5833047)"
