Name,Type,Address,total,bike ped,serious/fatal,youth,speed,2014Rank,Location,Latitude,Longitude
Lewis,School,1431 N LEAMINGTON AVE,106.0,7.0,2.0,14.0,23.0,639.0,"(41.9070671, -87.75431859999999)",41.9070671, -87.75431859999999
Libby,School,5300 S LOOMIS BL,28.0,4.0,0.0,4.0,5.0,1255.0,"(41.7972148, -87.6600442)",41.7972148, -87.6600442
Liberty School Of Christri,aSchool,6207 S UNIVERSITY AVE,59.0,4.0,1.0,10.0,19.0,1008.0,"(41.7821475, -87.5976348)",41.7821475, -87.5976348
Lily Gardens,Park,632 W 71ST ST,79.0,2.0,2.0,9.0,16.0,857.0,"(41.7651164, -87.6398945)",41.7651164, -87.6398945
Limas,Park,2410 S TRUMBULL AVE,53.0,5.0,1.0,18.0,18.0,982.0,"(41.847536, -87.71156200000001)",41.847536, -87.71156200000001
Lin,Park,1735 S STATE ST,97.0,11.0,2.0,17.0,28.0,675.0,"(41.8585918, -87.6271587)",41.8585918, -87.6271587
Lincoln,School,615 W KEMPER PL,206.0,16.0,3.0,10.0,34.0,353.0,"(41.9243523, -87.6445328)",41.9243523, -87.6445328
Lincoln Park HS,School,2001 N ORCHARD ST,117.0,13.0,4.0,16.0,41.0,525.0,"(41.9191218, -87.64555089999999)",41.9191218, -87.64555089999999
Lindblom,Park,6054 S DAMEN AVE,125.0,11.0,2.0,21.0,42.0,427.0,"(41.7834138, -87.6746801)",41.7834138, -87.6746801
Lindblom Tech HS,School,6130 S WOLCOTT AVE,65.0,7.0,0.0,17.0,19.0,814.0,"(41.78208730000001, -87.67215379999999)",41.78208730000001, -87.67215379999999
Linden,Park,1139 N PULASKI RD,222.0,22.0,9.0,34.0,56.0,169.0,"(41.9021446, -87.7262842)",41.9021446, -87.7262842
Linne,School,3221 N SACRAMENTO AVE,217.0,17.0,2.0,30.0,54.0,226.0,"(41.9402447, -87.70213559999999)",41.9402447, -87.70213559999999
Little Angels,School,5117 N LINCOLN AVE,205.0,15.0,3.0,28.0,63.0,224.0,"(41.9747178, -87.6916906)",41.9747178, -87.6916906
Little Hands Learning Ctr,School,2324 WEST 111TH ST,204.0,8.0,1.0,37.0,50.0,220.0,"(41.69208160000001, -87.6797594)",41.69208160000001, -87.6797594
Little House Montessori,School,10809 S AVE F,16.0,0.0,0.0,9.0,4.0,1378.0,"(41.6987467, -87.5302035)",41.6987467, -87.5302035
Little Venice,Park,2251 W 50TH PL,122.0,7.0,8.0,26.0,39.0,414.0,"(41.8018799, -87.68150949999999)",41.8018799, -87.68150949999999
Little Village Acad,School,2620 S LAWNDALE AVE,101.0,7.0,1.0,9.0,23.0,782.0,"(41.8429471, -87.7175044)",41.8429471, -87.7175044
Little Village Campus,School,3120 S KOSTNER AVE,74.0,3.0,3.0,10.0,15.0,873.0,"(41.8351557, -87.73557369999999)",41.8351557, -87.73557369999999
Ll Performing Arts Acad,School,9511 S COMMERCIAL AVE,46.0,2.0,1.0,12.0,12.0,1030.0,"(41.7225637, -87.5509527)",41.7225637, -87.5509527
Lloyd,School,2103 N LAMON AVE,155.0,12.0,2.0,31.0,30.0,398.0,"(41.919018, -87.7482678)",41.919018, -87.7482678
Locke,School,2845 N NEWCASTLE AVE,133.0,6.0,3.0,15.0,37.0,531.0,"(41.9316111, -87.79638279999999)",41.9316111, -87.79638279999999
Locke Charter School,School,3125 W JACKSON BL,134.0,5.0,6.0,25.0,37.0,407.0,"(41.8773313, -87.7042877)",41.8773313, -87.7042877
Logandale Middle,School,3212 W GEORGE ST,86.0,1.0,0.0,9.0,23.0,863.0,"(41.9342571, -87.70799070000001)",41.9342571, -87.70799070000001
London,Park,3432 W 18TH ST,95.0,8.0,2.0,13.0,28.0,648.0,"(41.8571839, -87.71153489999999)",41.8571839, -87.71153489999999
Lorca,School,3231 N. SPRINGFIELD AVE,342.0,23.0,9.0,43.0,105.0,49.0,"(41.9400535, -87.7242263)",41.9400535, -87.7242263
Lordanchild Christian Day,School,3344 W 79TH ST,49.0,1.0,0.0,8.0,11.0,1074.0,"(41.7500187, -87.7067368)",41.7500187, -87.7067368
Lovett,School,6333 W BLOOMINGDALE AVE,67.0,4.0,2.0,13.0,20.0,929.0,"(41.9126297, -87.78426280000001)",41.9126297, -87.78426280000001
Lowe,Park,5203 S LOWE AVE,14.0,1.0,0.0,1.0,1.0,1470.0,"(41.7995956, -87.6416314)",41.7995956, -87.6416314
Lowell,School,3320 W HIRSCH ST,75.0,3.0,1.0,14.0,20.0,804.0,"(41.9067042, -87.71053189999999)",41.9067042, -87.71053189999999
Lozano Annex,School,1501 N GREENVIEW AVE,234.0,13.0,4.0,13.0,48.0,267.0,"(41.90920190000001, -87.66477520000001)",41.90920190000001, -87.66477520000001
Lozano Bilingual,School,1424 N CLEAVER ST,63.0,0.0,1.0,1.0,19.0,1093.0,"(41.90779029999999, -87.6647351)",41.90779029999999, -87.6647351
Lubavitch Boys HS,School,2756 W MORSE AVE,38.0,3.0,2.0,3.0,10.0,1260.0,"(42.0069136, -87.6995628)",42.0069136, -87.6995628
Lubavitch Girls HS,School,6350 N WHIPPLE ST,158.0,11.0,1.0,18.0,40.0,418.0,"(41.9972629, -87.7060951)",41.9972629, -87.7060951
Luella,Park,10021 S LUELLA AVE,24.0,0.0,0.0,5.0,10.0,1329.0,"(41.7129127, -87.5682047)",41.7129127, -87.5682047
Luna,Park,5558 S GREEN ST,73.0,3.0,3.0,16.0,30.0,793.0,"(41.7925922, -87.64633359999999)",41.7925922, -87.64633359999999
Lunt,Park,2239 W LUNT AVE,23.0,2.0,0.0,2.0,5.0,1391.0,"(42.0087052, -87.687484)",42.0087052, -87.687484
Luther HS North,School,5700 W BERTEAU AVE,35.0,2.0,0.0,5.0,5.0,1306.0,"(41.9574434, -87.7703645)",41.9574434, -87.7703645
Luther HS South,School,3130 W 87TH ST,60.0,5.0,1.0,16.0,15.0,881.0,"(41.735285, -87.7003654)",41.735285, -87.7003654
Lycee Francais De Chicag,oSchool,613 W BITTERSWEET PL,206.0,7.0,2.0,11.0,56.0,293.0,"(41.9552378, -87.646237)",41.9552378, -87.646237
Lydia Urban Acad,School,4300 W IRVING PARK RD,147.0,6.0,4.0,16.0,46.0,437.0,"(41.953954, -87.7359769)",41.953954, -87.7359769
Lyle,Park,7700 S WALLACE ST,123.0,3.0,3.0,29.0,31.0,523.0,"(41.7542973, -87.6398482)",41.7542973, -87.6398482
Lyon,School,2941 N MC VICKER AVE,102.0,6.0,1.0,19.0,30.0,646.0,"(41.934333, -87.77688859999999)",41.934333, -87.77688859999999
Madden,Park,3800 S RHODES AVE,116.0,5.0,4.0,28.0,43.0,415.0,"(41.8256695, -87.61439709999999)",41.8256695, -87.61439709999999
Madero Middle,School,3202 W 28TH ST,130.0,7.0,1.0,15.0,28.0,537.0,"(41.841524, -87.7052983)",41.841524, -87.7052983
Madison,School,7433 S DORCHESTER AVE,82.0,5.0,0.0,9.0,26.0,762.0,"(41.7600198, -87.5904492)",41.7600198, -87.5904492
Magnolia,Park,3228 W FLOURNOY ST,86.0,8.0,5.0,12.0,11.0,811.0,"(41.8727598, -87.7071345)",41.8727598, -87.7071345
Malus,Park,5426 S SHIELDS AVE,118.0,4.0,1.0,13.0,29.0,588.0,"(41.79545400000001, -87.6345319)",41.79545400000001, -87.6345319
Mandrake,Park,900 E PERSHING RD.,99.0,5.0,3.0,20.0,35.0,553.0,"(41.8236861, -87.6074701)",41.8236861, -87.6074701
Manierre,School,1420 N HUDSON AVE,89.0,5.0,2.0,8.0,18.0,882.0,"(41.907759, -87.6402971)",41.907759, -87.6402971
Manley HS,School,2935 W POLK ST,124.0,5.0,7.0,30.0,41.0,447.0,"(41.8705589, -87.6997119)",41.8705589, -87.6997119
Mann,Park,3035 E 130TH ST,38.0,1.0,1.0,4.0,5.0,1303.0,"(41.6591714, -87.549461)",41.6591714, -87.549461
Mann,School,8050 S CHAPPEL AVE,68.0,4.0,1.0,12.0,21.0,930.0,"(41.7488009, -87.5754114)",41.7488009, -87.5754114
Maple,Park,2047 N SPAULDING AVE,87.0,6.0,2.0,4.0,16.0,957.0,"(41.9187159, -87.71027219999999)",41.9187159, -87.71027219999999
Maplewood,Park,1640 N MAPLEWOOD AVE,135.0,16.0,5.0,16.0,34.0,456.0,"(41.9112273, -87.6909058)",41.9112273, -87.6909058
Marconi,School,230 N KOLMAR AVE,162.0,7.0,7.0,36.0,44.0,320.0,"(41.8842896, -87.7394384)",41.8842896, -87.7394384
Maria HS,School,6727 S CALIFORNIA AVE,99.0,4.0,2.0,15.0,21.0,763.0,"(41.7709745, -87.69251009999999)",41.7709745, -87.69251009999999
Mariano,Park,1031 N RUSH ST,321.0,52.0,7.0,7.0,76.0,93.0,"(41.901786, -87.6277908)",41.901786, -87.6277908
Marist HS,School,4200 W 115TH ST,23.0,0.0,0.0,23.0,8.0,1188.0,"(41.6848219, -87.72404379999999)",41.6848219, -87.72404379999999
Marquette,Park,6734 S KEDZIE AVE,718.0,33.0,16.0,182.0,206.0,5.0,"(41.7709893, -87.7030318)",41.7709893, -87.7030318
Marquette West,School,6550 S RICHMOND ST,69.0,3.0,1.0,10.0,14.0,1010.0,"(41.77517719999999, -87.6971257)",41.77517719999999, -87.6971257
Marsh,School,9810 S EXCHANGE AVE,26.0,2.0,0.0,4.0,5.0,1270.0,"(41.7168807, -87.55237699999999)",41.7168807, -87.55237699999999
Marshall Metro HS,School,3250 W ADAMS ST,190.0,17.0,9.0,49.0,46.0,197.0,"(41.8790132, -87.70698709999999)",41.8790132, -87.70698709999999
Marshall Middle,School,3900 N LAWNDALE AVE,259.0,6.0,1.0,32.0,55.0,182.0,"(41.9522637, -87.72047649999999)",41.9522637, -87.72047649999999
Marshfield,Park,1637 W 87TH ST,233.0,12.0,6.0,49.0,74.0,124.0,"(41.7357665, -87.6644002)",41.7357665, -87.6644002
Martin,Park,922 W FLETCHER ST,271.0,38.0,4.0,7.0,71.0,146.0,"(41.939215, -87.652666)",41.939215, -87.652666
Marva Collins Prep Schoo,School,8035 S HONORE ST,36.0,3.0,0.0,4.0,4.0,1319.0,"(41.74726099999999, -87.669055)",41.74726099999999, -87.669055
Mason,School,4217 W 18TH ST,51.0,2.0,1.0,2.0,5.0,1264.0,"(41.8564752, -87.73081359999999)",41.8564752, -87.73081359999999
Mason,Park,4100 W WEST END AVE,135.0,11.0,4.0,34.0,36.0,402.0,"(41.8834826, -87.7285216)",41.8834826, -87.7285216
Masters Acad,School,6622 S DR MARTIN LUTHER KING,160.0,1.0,4.0,29.0,54.0,325.0,"(41.7740245, -87.61549)",41.7740245, -87.61549
Matanky,Park,6937 N RIDGE BLVD,119.0,4.0,2.0,19.0,38.0,548.0,"(42.0076725, -87.6813073)",42.0076725, -87.6813073
Maternity Bvm,School,1537 N LAWNDALE AVE,172.0,14.0,9.0,34.0,46.0,262.0,"(41.9092399, -87.71884899999999)",41.9092399, -87.71884899999999
Mather,Park,5835 N LINCOLN AVE,364.0,24.0,12.0,71.0,114.0,31.0,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
Mather,Park,5835 N LINCOLN AVE,364.0,24.0,12.0,71.0,114.0,31.0,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
Mather HS,School,5835 N LINCOLN AVE,167.0,7.0,3.0,26.0,59.0,298.0,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
Mather HS,School,5835 N LINCOLN AVE,167.0,7.0,3.0,26.0,59.0,298.0,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
May Community Acad,School,512 S LAVERGNE AVE,51.0,1.0,0.0,9.0,11.0,1056.0,"(41.8736435, -87.7557412)",41.8736435, -87.7557412
Mayer,School,2250 N CLIFTON AVE,95.0,13.0,1.0,9.0,21.0,797.0,"(41.9229612, -87.6576992)",41.9229612, -87.6576992
Mayer,School,2250 N CLIFTON AVE,95.0,13.0,1.0,9.0,21.0,797.0,"(41.9229612, -87.6576992)",41.9229612, -87.6576992
Mayfair,Park,4550 W SUNNYSIDE AVE,64.0,3.0,0.0,4.0,12.0,1124.0,"(41.9630974, -87.7420401)",41.9630974, -87.7420401
Mayo,School,249 E 37TH ST,59.0,2.0,1.0,8.0,11.0,1117.0,"(41.8271544, -87.61983459999999)",41.8271544, -87.61983459999999
Mays,School,838 W MARQUETTE RD,151.0,13.0,4.0,38.0,48.0,279.0,"(41.77270800000001, -87.646416)",41.77270800000001, -87.646416
Mays Acad,School,1800 W GARFIELD BL,79.0,3.0,0.0,6.0,19.0,974.0,"(41.7939677, -87.66949509999999)",41.7939677, -87.66949509999999
Mcauliffe,School,1841 N SPRINGFIELD AVE,49.0,4.0,0.0,4.0,5.0,1248.0,"(41.9146393, -87.7234738)",41.9146393, -87.7234738
Mcclellan,School,3527 S WALLACE ST,73.0,6.0,1.0,8.0,25.0,896.0,"(41.8303654, -87.6408429)",41.8303654, -87.6408429
Mccormick,School,2712 S SAWYER AVE,147.0,7.0,1.0,15.0,34.0,462.0,"(41.8420103, -87.70659309999999)",41.8420103, -87.70659309999999
Mccosh,School,6543 S CHAMPLAIN AVE,55.0,6.0,2.0,23.0,17.0,913.0,"(41.77535839999999, -87.60908169999999)",41.77535839999999, -87.60908169999999
Mccutcheon,School,4865 N SHERIDAN RD,58.0,6.0,1.0,9.0,21.0,997.0,"(41.9711969, -87.6544481)",41.9711969, -87.6544481
Mccutcheon Br,School,4850 N KENMORE AVE,176.0,29.0,2.0,19.0,46.0,317.0,"(41.9705619, -87.6562558)",41.9705619, -87.6562558
Mcdade Classical,School,8801 S INDIANA AVE,104.0,1.0,0.0,21.0,28.0,658.0,"(41.734354, -87.618014)",41.734354, -87.618014
Mcdowell,School,1419 E 89TH ST,19.0,0.0,0.0,2.0,7.0,1402.0,"(41.7328045, -87.5899013)",41.7328045, -87.5899013
Mcguane,Park,2901 S POPLAR AVE,166.0,19.0,7.0,35.0,40.0,307.0,"(41.8411442, -87.6485994)",41.8411442, -87.6485994
Mcinerney,Park,4446_58 S. EMERALD AVE,32.0,1.0,0.0,6.0,10.0,1274.0,"(41.8130543, -87.64443709999999)",41.8130543, -87.64443709999999
Mckay,School,6901 S FAIRFIELD AVE,53.0,7.0,0.0,13.0,9.0,1094.0,"(41.7677443, -87.6915121)",41.7677443, -87.6915121
Mckeon,Park,600 W 36TH ST,68.0,6.0,1.0,9.0,23.0,935.0,"(41.8289869, -87.6411854)",41.8289869, -87.6411854
Mckiernan,Park,10714 S SAWYER AVE,46.0,0.0,1.0,8.0,9.0,1203.0,"(41.6983547, -87.7024805)",41.6983547, -87.7024805
Mckinley,Park,2210 W PERSHING RD,522.0,24.0,21.0,131.0,165.0,10.0,"(41.8237382, -87.6824446)",41.8237382, -87.6824446
Mckinley Park,School,2744 W PERSHING RD,112.0,11.0,2.0,31.0,33.0,463.0,"(41.8230744, -87.6942013)",41.8230744, -87.6942013
Mckinley School East,School,2647 E 88TH ST,37.0,0.0,0.0,7.0,14.0,1211.0,"(41.7353585, -87.5594199)",41.7353585, -87.5594199
Mcpherson,School,4728 N WOLCOTT AVE,193.0,19.0,12.0,24.0,65.0,231.0,"(41.9681459, -87.6769468)",41.9681459, -87.6769468
Medill Primary,School,1301 W 14TH ST,42.0,2.0,0.0,7.0,18.0,1153.0,"(41.8629807, -87.6596682)",41.8629807, -87.6596682
Medill Primary,School,1301 W 14TH ST,42.0,2.0,0.0,7.0,18.0,1153.0,"(41.8629807, -87.6596682)",41.8629807, -87.6596682
Mellin,Park,1600 W BRYN MAWR AVE,197.0,27.0,6.0,32.0,64.0,205.0,"(41.9834662, -87.6699028)",41.9834662, -87.6699028
Melody,School,412 S KEELER AVE,76.0,0.0,0.0,9.0,14.0,919.0,"(41.8747409, -87.73078629999999)",41.8747409, -87.73078629999999
Memorial,Park,149 W 73RD ST,71.0,5.0,6.0,20.0,17.0,770.0,"(41.7618091, -87.6285999)",41.7618091, -87.6285999
Merrill,Park,2131 E 96TH ST,21.0,0.0,1.0,0.0,3.0,1442.0,"(41.7206681, -87.57287409999999)",41.7206681, -87.57287409999999
Merrimac,Park,6343 W IRVING PARK RD,323.0,20.0,7.0,68.0,100.0,45.0,"(41.9526427, -87.7851891)",41.9526427, -87.7851891
Merryman,Park,3736 N MARSHFIELD AVE,104.0,4.0,3.0,5.0,36.0,713.0,"(41.9499159, -87.6701562)",41.9499159, -87.6701562
Messiah Lutheran School,School,6200 W PATTERSON AVE,71.0,4.0,1.0,16.0,19.0,897.0,"(41.94679, -87.7816663)",41.94679, -87.7816663
Metcalfe,Park,4196 S STATE ST,157.0,9.0,5.0,40.0,52.0,263.0,"(41.8183525, -87.6263697)",41.8183525, -87.6263697
Metcalfe Acad,School,12339 S NORMAL AVE,23.0,0.0,0.0,0.0,2.0,1443.0,"(41.6694238, -87.6340462)",41.6694238, -87.6340462
Meyering,Park,7140 S DR MARTIN LUTHER KING,146.0,14.0,3.0,27.0,58.0,323.0,"(41.7646673, -87.6157549)",41.7646673, -87.6157549
Miami,Park,2754 S TRUMBULL AVE,42.0,5.0,1.0,10.0,7.0,1200.0,"(41.8409073, -87.71139099999999)",41.8409073, -87.71139099999999
Micek,Park,5311 S HAMILTON AVE,14.0,1.0,0.0,1.0,0.0,1475.0,"(41.7970054, -87.6780139)",41.7970054, -87.6780139
Mid_North,Park,401 W BELDEN AVE,146.0,15.0,5.0,7.0,29.0,551.0,"(41.9237493, -87.63938739999999)",41.9237493, -87.63938739999999
Midway Plaisance,Park,5950 S WOODLAWN AVE,539.0,22.0,19.0,98.0,150.0,14.0,"(41.7859785, -87.59633269999999)",41.7859785, -87.59633269999999
Midwestern Christian Aca,School,3465 NORTH CICERO AVE,274.0,17.0,5.0,44.0,91.0,79.0,"(41.9442648, -87.7466905)",41.9442648, -87.7466905
Millard,Park,1331 S MILLARD AVE,110.0,12.0,4.0,21.0,44.0,457.0,"(41.8635725, -87.7162908)",41.8635725, -87.7162908
Millennium,Park,205 E RANDOLPH ST,1001.0,121.0,25.0,77.0,255.0,4.0,"(41.8838832, -87.6218691)",41.8838832, -87.6218691
Miller,Park,848 S MILLER ST,69.0,5.0,2.0,16.0,15.0,940.0,"(41.8704061, -87.65225559999999)",41.8704061, -87.65225559999999
Minuteman,Park,5940 S CENTRAL AVE,60.0,4.0,4.0,8.0,16.0,1038.0,"(41.78416, -87.762312)",41.78416, -87.762312
Mireles Acad,School,9000 S EXCHANGE AVE,114.0,16.0,6.0,25.0,33.0,511.0,"(41.7311453, -87.5533088)",41.7311453, -87.5533088
Misericordia Home South,School,2916 W 47TH ST,78.0,6.0,3.0,12.0,24.0,756.0,"(41.8086002, -87.6971974)",41.8086002, -87.6971974
Misericordia Mcauley Res,School,2060 W GRANVILLE AVE,69.0,0.0,0.0,5.0,11.0,1111.0,"(41.994761, -87.68183049999999)",41.994761, -87.68183049999999
Mitchell,School,2233 W OHIO ST,74.0,2.0,1.0,3.0,18.0,1019.0,"(41.8919352, -87.6834926)",41.8919352, -87.6834926
Moccasin Ranch,Park,6446 S KIMBARK AVE,23.0,0.0,0.0,2.0,4.0,1413.0,"(41.777334, -87.59502400000001)",41.777334, -87.59502400000001
Mollison,School,4415 S DR MARTIN LUTHER KING,63.0,2.0,1.0,8.0,15.0,1057.0,"(41.81419090000001, -87.6164524)",41.81419090000001, -87.6164524
Monroe,School,3651 W SCHUBERT AVE,84.0,7.0,0.0,13.0,14.0,903.0,"(41.9295238, -87.71908289999999)",41.9295238, -87.71908289999999
Montefiore Special,School,1310 S ASHLAND AVE,94.0,1.0,4.0,18.0,27.0,723.0,"(41.8646238, -87.6669594)",41.8646238, -87.6669594
Montessori Dela Citta,School,1501 W FULLERTON AVE,325.0,16.0,5.0,35.0,96.0,67.0,"(41.9249831, -87.665897)",41.9249831, -87.665897
Montgomery,Park,2632 W 66TH ST,53.0,3.0,0.0,10.0,12.0,1121.0,"(41.7736759, -87.6896336)",41.7736759, -87.6896336
Monticello,Park,1814 N MONTICELLO AVE,56.0,3.0,1.0,11.0,3.0,1076.0,"(41.9141528, -87.7178741)",41.9141528, -87.7178741
Monument,Park,6700 N AVONDALE AVE,91.0,7.0,1.0,13.0,25.0,775.0,"(42.0021942, -87.8184285)",42.0021942, -87.8184285
Moore,Park,5085 W ADAMS ST,248.0,24.0,6.0,55.0,59.0,102.0,"(41.8780522, -87.7527466)",41.8780522, -87.7527466
Moos,School,1711 N CALIFORNIA AVE,95.0,4.0,1.0,16.0,18.0,798.0,"(41.9130714, -87.69633499999999)",41.9130714, -87.69633499999999
Moran,Park,5727 S RACINE AVE,55.0,3.0,2.0,12.0,16.0,952.0,"(41.7896317, -87.6545847)",41.7896317, -87.6545847
Morgan,Park,11710 S MORGAN ST,25.0,0.0,0.0,7.0,5.0,1355.0,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
Morgan,Park,11710 S MORGAN ST,25.0,0.0,0.0,7.0,5.0,1355.0,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
Morgan,School,8407 S KERFOOT AVE,63.0,5.0,4.0,11.0,19.0,975.0,"(41.7413469, -87.6396041)",41.7413469, -87.6396041
Morgan Park Acad,School,2153 W 111TH ST,81.0,1.0,1.0,17.0,11.0,931.0,"(41.6915158, -87.6756351)",41.6915158, -87.6756351
Morgan Park HS,School,1744 W PRYOR AVE,333.0,15.0,6.0,85.0,92.0,43.0,"(41.6919264, -87.66576959999999)",41.6919264, -87.66576959999999
Morrill,School,6011 S ROCKWELL ST,74.0,2.0,0.0,9.0,8.0,984.0,"(41.7840429, -87.6880979)",41.7840429, -87.6880979
Morton Career Acad,School,431 N TROY ST,94.0,8.0,6.0,13.0,30.0,630.0,"(41.8890389, -87.704657)",41.8890389, -87.704657
Mother Mcauley HS,School,3737 W 99TH ST,14.0,2.0,0.0,18.0,7.0,1271.0,"(41.712273, -87.716352)",41.712273, -87.716352
Mount Carmel HS,School,6410 S DANTE AVE,43.0,2.0,1.0,7.0,8.0,1140.0,"(41.77866119999999, -87.589582)",41.77866119999999, -87.589582
Mount Greenwood,Park,3724 W 111TH ST,156.0,4.0,3.0,61.0,37.0,283.0,"(41.6913567, -87.71420309999999)",41.6913567, -87.71420309999999
Mozart,School,2200 N HAMLIN AVE,87.0,5.0,0.0,13.0,15.0,883.0,"(41.9213743, -87.7224669)",41.9213743, -87.7224669
Mozart,Park,2036 N AVERS AVE,124.0,3.0,1.0,10.0,29.0,591.0,"(41.9176511, -87.7235197)",41.9176511, -87.7235197
Mt Carmel Acad,School,720 W BELMONT AVE,240.0,24.0,2.0,12.0,67.0,201.0,"(41.9402051, -87.64756849999999)",41.9402051, -87.64756849999999
Mt Greenwood,School,10841 S HOMAN AVE,13.0,1.0,0.0,5.0,1.0,1447.0,"(41.6960718, -87.7052305)",41.6960718, -87.7052305
Mt Vernon,School,10540 S MORGAN ST,33.0,0.0,1.0,5.0,4.0,1337.0,"(41.702288, -87.6483837)",41.702288, -87.6483837
Mt Vernon,School,10540 S MORGAN ST,33.0,0.0,1.0,5.0,4.0,1337.0,"(41.702288, -87.6483837)",41.702288, -87.6483837
Muhammad University,School,7351 S STONY ISLAND AVE,119.0,8.0,2.0,19.0,32.0,515.0,"(41.7610725, -87.58478989999999)",41.7610725, -87.58478989999999
Mulberry,Park,3150 S ROBINSON CT,214.0,12.0,6.0,47.0,68.0,135.0,"(41.837083, -87.667485)",41.837083, -87.667485
Mulberry Point,Park,5873 N NINA AVE,8.0,1.0,0.0,1.0,0.0,1487.0,"(41.9878081, -87.8033045)",41.9878081, -87.8033045
Munroe,Park,2617 W 105TH ST,9.0,0.0,0.0,1.0,1.0,1483.0,"(41.7017894, -87.6869124)",41.7017894, -87.6869124
Murphy,School,3539 W GRACE ST,93.0,5.0,0.0,11.0,26.0,785.0,"(41.9497364, -87.7170874)",41.9497364, -87.7170874
Murray,Park,1743 W 73RD ST,32.0,1.0,0.0,4.0,6.0,1331.0,"(41.7610873, -87.667889)",41.7610873, -87.667889
Murray Language Acad,School,5335 S KENWOOD AVE,86.0,8.0,0.0,16.0,21.0,799.0,"(41.7980014, -87.5934479)",41.7980014, -87.5934479
Myrtle Grove,Park,6113 N NEVA AVE,56.0,1.0,2.0,9.0,11.0,1125.0,"(41.9928646, -87.805627)",41.9928646, -87.805627
Nash,Park,1833 E 71ST ST,99.0,6.0,1.0,6.0,22.0,825.0,"(41.7660312, -87.57982419999999)",41.7660312, -87.57982419999999
Nash,School,4837 W ERIE ST,193.0,12.0,4.0,36.0,39.0,255.0,"(41.8920702, -87.7472655)",41.8920702, -87.7472655
National Teachers Acad,School,55 W CERMAK RD,346.0,18.0,12.0,34.0,73.0,72.0,"(41.8526024, -87.6292349)",41.8526024, -87.6292349
Nativity Bvm,School,6820 S WASHTENAW AVE,41.0,4.0,1.0,7.0,5.0,1256.0,"(41.7692066, -87.6909357)",41.7692066, -87.6909357
Near North Montessori,School,1434 W DIVISION ST,303.0,38.0,6.0,29.0,80.0,80.0,"(41.9036803, -87.664261)",41.9036803, -87.664261
Near North Special Educa,School,739 N ADA ST,109.0,12.0,3.0,12.0,21.0,719.0,"(41.89539, -87.6611199)",41.89539, -87.6611199
Neighbors' Garden,Park,2533 N SACRAMENTO AVE,125.0,18.0,3.0,25.0,27.0,517.0,"(41.92765199999999, -87.70202599999999)",41.92765199999999, -87.70202599999999
Neil,School,8555 S MICHIGAN AVE,34.0,1.0,0.0,2.0,6.0,1341.0,"(41.7386141, -87.62057639999999)",41.7386141, -87.62057639999999
Nelson,Park,2953 W NELSON ST,58.0,7.0,1.0,6.0,15.0,1077.0,"(41.9373001, -87.70181579999999)",41.9373001, -87.70181579999999
Nettelhorst,School,3252 N BROADWAY,292.0,23.0,5.0,14.0,83.0,112.0,"(41.94155569999999, -87.6451008)",41.94155569999999, -87.6451008
New Field,School,1707 W. MORSE AVE,179.0,19.0,9.0,23.0,51.0,287.0,"(42.0073304, -87.67269619999999)",42.0073304, -87.67269619999999
New Horizon Ctr For The,School,6737 W FOREST PRESERVE AVE,7.0,0.0,0.0,0.0,2.0,1486.0,"(41.9586877, -87.7957466)",41.9586877, -87.7957466
New Way Learning Ctr,School,2300 N NARRAGANSETT AVE,221.0,12.0,8.0,58.0,64.0,118.0,"(41.922026, -87.785743)",41.922026, -87.785743
Newberry Magnet,School,700 W WILLOW ST,83.0,11.0,1.0,4.0,28.0,838.0,"(41.914397, -87.6465655)",41.914397, -87.6465655
Nguzo Saba Moorish Scie,School,1929 W 87TH ST,112.0,1.0,1.0,24.0,33.0,582.0,"(41.7353662, -87.67144789999999)",41.7353662, -87.67144789999999
Nichols,Park,1342 E 54TH ST,231.0,29.0,4.0,34.0,67.0,150.0,"(41.7980245, -87.5923096)",41.7980245, -87.5923096
Nicholson Acad,School,6006 S PEORIA ST,27.0,2.0,2.0,1.0,6.0,1364.0,"(41.7844599, -87.6478959)",41.7844599, -87.6478959
Nightingale,School,5250 S ROCKWELL ST,51.0,2.0,1.0,3.0,12.0,1095.0,"(41.7981868, -87.68941559999999)",41.7981868, -87.68941559999999
Ninebark,Park,1447_1453 S HARDING AVE,96.0,7.0,3.0,15.0,23.0,666.0,"(41.861065, -87.723445)",41.861065, -87.723445
Nixon,School,2121 N KEELER AVE,86.0,7.0,1.0,7.0,8.0,910.0,"(41.91952149999999, -87.7309143)",41.91952149999999, -87.7309143
Nobel,School,4127 W HIRSCH ST,117.0,6.0,4.0,18.0,30.0,597.0,"(41.9062393, -87.7300539)",41.9062393, -87.7300539
Noble _ Comer,School,7200 S INGLESIDE AVE,22.0,0.0,0.0,3.0,2.0,1338.0,"(41.7640694, -87.6024357)",41.7640694, -87.6024357
