Address,Location,Latitude,Longitude
1240 S PLYMOUTH CT,"(41.8663563, -87.6284735)",41.8663563, -87.6284735
606 S STATE ST,"(41.8743132, -87.6279679)",41.8743132, -87.6279679
1023 W WRIGHTWOOD AVE,"(41.9289875, -87.6546221)",41.9289875, -87.6546221
7931 S HONORE ST,"(41.7494853, -87.66908699999999)",41.7494853, -87.66908699999999
7414 N WOLCOTT AVE,"(42.0170855, -87.67803099999999)",42.0170855, -87.67803099999999
1501 N OAKLEY BL,"(41.9092512, -87.68409079999999)",41.9092512, -87.68409079999999
1315 S BLUE ISLAND AVE,"(41.864954, -87.654696)",41.864954, -87.654696
2150 S LAFLIN ST,"(41.853725, -87.6636381)",41.853725, -87.6636381
10330 S ELIZABETH ST,"(41.70594639999999, -87.65424)",41.70594639999999, -87.65424
345 W 64TH ST,"(41.7780209, -87.63434889999999)",41.7780209, -87.63434889999999
1746 S MILLER ST,"(41.8586458, -87.6525551)",41.8586458, -87.6525551
3656 N GREENVIEW AVE,"(41.94863, -87.66647069999999)",41.94863, -87.66647069999999
11024 S BELL AVE,"(41.6937764, -87.67716240000001)",41.6937764, -87.67716240000001
5036 S BLACKSTONE AVE,"(41.803162, -87.590881)",41.803162, -87.590881
2233 S KEDZIE AVE,"(41.8504537, -87.70459220000001)",41.8504537, -87.70459220000001
4140 W HIRSCH ST,"(41.9062317, -87.73042769999999)",41.9062317, -87.73042769999999
1243 S KEELER AVE,"(41.8648574, -87.73003469999999)",41.8648574, -87.73003469999999
3020 W 108TH ST,"(41.697413, -87.6969168)",41.697413, -87.6969168
751 S SACRAMENTO BL,"(41.8713107, -87.7006143)",41.8713107, -87.7006143
9241 S LEAVITT ST,"(41.7252339, -87.6768077)",41.7252339, -87.6768077
3201 W CHICAGO AVE,"(41.8955426, -87.7065492)",41.8955426, -87.7065492
3800 N SEMINARY AVE,"(41.9510956, -87.6568135)",41.9510956, -87.6568135
2725 W 41ST ST,"(41.8190606, -87.6938068)",41.8190606, -87.6938068
4136 S CALIFORNIA AVE,"(41.8186133, -87.6951172)",41.8186133, -87.6951172
4438 W WRIGHTWOOD AVE,"(41.928971, -87.7381063)",41.928971, -87.7381063
4343 W WRIGHTWOOD AVE,"(41.92722490000001, -87.7360376)",41.92722490000001, -87.7360376
3141 N KENMORE AVE,"(41.939312, -87.65530299999999)",41.939312, -87.65530299999999
11320 S WESTERN AVE,"(41.6871472, -87.68173019999999)",41.6871472, -87.68173019999999
6325 W 56TH ST,"(41.7902256, -87.78031639999999)",41.7902256, -87.78031639999999
4434 S LAKE PARK AVE,"(41.8142925, -87.5972855)",41.8142925, -87.5972855
345 E 118TH ST,"(41.6799322, -87.6161269)",41.6799322, -87.6161269
2945 N KENOSHA AVE,"(41.93488809999999, -87.73366329999999)",41.93488809999999, -87.73366329999999
5015 S BLACKSTONE AVE,"(41.8035048, -87.5900132)",41.8035048, -87.5900132
1330 E 50TH ST,"(41.8047591, -87.5943398)",41.8047591, -87.5943398
6450 S LOWE AVE,"(41.776679, -87.6413967)",41.776679, -87.6413967
517 N PARKSIDE AVE,"(41.890019, -87.76607399999999)",41.890019, -87.76607399999999
1655 N KEYSTONE AVE,"(41.9114723, -87.7275949)",41.9114723, -87.7275949
3501 N KILBOURN AVE,"(41.9446117, -87.7394581)",41.9446117, -87.7394581
6700 N GREENVIEW AVE,"(42.0041902, -87.6684729)",42.0041902, -87.6684729
740 S CAMPBELL AVE,"(41.8717523, -87.68962230000001)",41.8717523, -87.68962230000001
1212 W 77TH ST,"(41.7541202, -87.6543617)",41.7541202, -87.6543617
4445 S DREXEL BL,"(41.8138729, -87.60296009999999)",41.8138729, -87.60296009999999
5200 W KINZIE ST,"(41.8878055, -87.7553167)",41.8878055, -87.7553167
5625 S MOBILE AVE,"(41.7902142, -87.77902429999999)",41.7902142, -87.77902429999999
9351 S LOWE AVE,"(41.7237047, -87.6390588)",41.7237047, -87.6390588
4820 W WALTON ST,"(41.8979858, -87.7469217)",41.8979858, -87.7469217
3315 W CARMEN AVE,"(41.97362469999999, -87.7110707)",41.97362469999999, -87.7110707
10414 S STATE ST,"(41.7048032, -87.6240471)",41.7048032, -87.6240471
4143 N KOLMAR AVE,"(41.9570303, -87.7418483)",41.9570303, -87.7418483
6156 N CLAREMONT AVE,"(41.9939266, -87.6885398)",41.9939266, -87.6885398
2732 N AVERS AVE,"(41.9315116, -87.7237361)",41.9315116, -87.7237361
936 E 54TH ST,"(41.7984806, -87.6023927)",41.7984806, -87.6023927
10558 S AVE L,"(41.7028549, -87.5368764)",41.7028549, -87.5368764
1635 W 33RD PL,"(41.8330466, -87.6666722)",41.8330466, -87.6666722
901 E 95TH ST,"(41.7220856, -87.60086989999999)",41.7220856, -87.60086989999999
1720 W 87TH ST,"(41.736052, -87.6663669)",41.736052, -87.6663669
1132 S HOMAN AVE,"(41.86712319999999, -87.7109965)",41.86712319999999, -87.7109965
1333 N LARAMIE AVE,"(41.90531439999999, -87.7552631)",41.90531439999999, -87.7552631
2714 W AUGUSTA BL,"(41.8994704, -87.6948413)",41.8994704, -87.6948413
3113 S RHODES AVE,"(41.8378996, -87.61336430000001)",41.8378996, -87.61336430000001
254 E CHICAGO AVE,"(41.896789, -87.6206212)",41.896789, -87.6206212
300 W HILL ST,"(41.9032652, -87.6361178)",41.9032652, -87.6361178
5611 N CLARK ST,"(41.9839098, -87.6685299)",41.9839098, -87.6685299
716 W ADDISON ST,"(41.94757269999999, -87.6478523)",41.94757269999999, -87.6478523
4015 N ASHLAND AVE,"(41.9552279, -87.6686125)",41.9552279, -87.6686125
1400 W 109TH ST,"(41.6958166, -87.65710220000001)",41.6958166, -87.65710220000001
2501 W ADDISON ST,"(41.945431, -87.690618)",41.945431, -87.690618
1754 W ALBION AVE,"(42.0016337, -87.67452180000001)",42.0016337, -87.67452180000001
700 E 113TH ST,"(41.689016, -87.603093)",41.689016, -87.603093
4619 S WOLCOTT AVE,"(41.81005500000001, -87.6722915)",41.81005500000001, -87.6722915
1734 N ORLEANS ST,"(41.9138171, -87.63804300000001)",41.9138171, -87.63804300000001
1440 S CHRISTIANA AVE,"(41.861415, -87.709653)",41.861415, -87.709653
59 W NORTH BL,"(41.9107716, -87.6312389)",41.9107716, -87.6312389
1531 N DEARBORN PKWY,"(41.910463, -87.62978690000001)",41.910463, -87.62978690000001
2001 S CALIFORNIA AVE,"(41.8546431, -87.69524609999999)",41.8546431, -87.69524609999999
138 W 109TH ST,"(41.696449, -87.62705679999999)",41.696449, -87.62705679999999
5210 W 64TH ST,"(41.7760009, -87.75244070000001)",41.7760009, -87.75244070000001
3500 W DOUGLAS BL,"(41.8631549, -87.7132915)",41.8631549, -87.7132915
9928 S CRANDON AVE,"(41.7092873, -87.5665387)",41.7092873, -87.5665387
4833 N FRANCISCO AVE,"(41.9695232, -87.70005429999999)",41.9695232, -87.70005429999999
1257 W COLUMBIA AVE,"(42.0044954, -87.6630931)",42.0044954, -87.6630931
5116 W 44TH ST,"(41.8129778, -87.7526003)",41.8129778, -87.7526003
5911 W MIDWAY PARK,"(41.888698, -87.77265299999999)",41.888698, -87.77265299999999
3700 W 87TH ST,"(41.735266, -87.714333)",41.735266, -87.714333
6448 S TRIPP AVE,"(41.7753601, -87.7293478)",41.7753601, -87.7293478
3100 W BRYN MAWR AVE,"(41.9830805, -87.70685979999999)",41.9830805, -87.70685979999999
5221 W CONGRESS PKWY,"(41.8739211, -87.75558079999999)",41.8739211, -87.75558079999999
7526 S LOWE AVE,"(41.7567282, -87.6408135)",41.7567282, -87.6408135
851 W WAVELAND AVE,"(41.9487247, -87.65127)",41.9487247, -87.65127
8101 S LA SALLE ST,"(41.7466777, -87.6275455)",41.7466777, -87.6275455
7901 S SANGAMON ST,"(41.7503284, -87.64707349999999)",41.7503284, -87.64707349999999
7000 N SACRAMENTO AVE,"(42.0097216, -87.7044793)",42.0097216, -87.7044793
462 N PINE AVE,"(41.8891912, -87.76334609999999)",41.8891912, -87.76334609999999
1431 N LEAMINGTON AVE,"(41.9070671, -87.75431859999999)",41.9070671, -87.75431859999999
5300 S LOOMIS BL,"(41.7972148, -87.6600442)",41.7972148, -87.6600442
6207 S UNIVERSITY AVE,"(41.7821475, -87.5976348)",41.7821475, -87.5976348
632 W 71ST ST,"(41.7651164, -87.6398945)",41.7651164, -87.6398945
2410 S TRUMBULL AVE,"(41.847536, -87.71156200000001)",41.847536, -87.71156200000001
1735 S STATE ST,"(41.8585918, -87.6271587)",41.8585918, -87.6271587
615 W KEMPER PL,"(41.9243523, -87.6445328)",41.9243523, -87.6445328
2001 N ORCHARD ST,"(41.9191218, -87.64555089999999)",41.9191218, -87.64555089999999
6054 S DAMEN AVE,"(41.7834138, -87.6746801)",41.7834138, -87.6746801
6130 S WOLCOTT AVE,"(41.78208730000001, -87.67215379999999)",41.78208730000001, -87.67215379999999
1139 N PULASKI RD,"(41.9021446, -87.7262842)",41.9021446, -87.7262842
3221 N SACRAMENTO AVE,"(41.9402447, -87.70213559999999)",41.9402447, -87.70213559999999
5117 N LINCOLN AVE,"(41.9747178, -87.6916906)",41.9747178, -87.6916906
2324 WEST 111TH ST,"(41.69208160000001, -87.6797594)",41.69208160000001, -87.6797594
10809 S AVE F,"(41.6987467, -87.5302035)",41.6987467, -87.5302035
2251 W 50TH PL,"(41.8018799, -87.68150949999999)",41.8018799, -87.68150949999999
2620 S LAWNDALE AVE,"(41.8429471, -87.7175044)",41.8429471, -87.7175044
3120 S KOSTNER AVE,"(41.8351557, -87.73557369999999)",41.8351557, -87.73557369999999
9511 S COMMERCIAL AVE,"(41.7225637, -87.5509527)",41.7225637, -87.5509527
2103 N LAMON AVE,"(41.919018, -87.7482678)",41.919018, -87.7482678
2845 N NEWCASTLE AVE,"(41.9316111, -87.79638279999999)",41.9316111, -87.79638279999999
3125 W JACKSON BL,"(41.8773313, -87.7042877)",41.8773313, -87.7042877
3212 W GEORGE ST,"(41.9342571, -87.70799070000001)",41.9342571, -87.70799070000001
3432 W 18TH ST,"(41.8571839, -87.71153489999999)",41.8571839, -87.71153489999999
3231 N. SPRINGFIELD AVE,"(41.9400535, -87.7242263)",41.9400535, -87.7242263
3344 W 79TH ST,"(41.7500187, -87.7067368)",41.7500187, -87.7067368
6333 W BLOOMINGDALE AVE,"(41.9126297, -87.78426280000001)",41.9126297, -87.78426280000001
5203 S LOWE AVE,"(41.7995956, -87.6416314)",41.7995956, -87.6416314
3320 W HIRSCH ST,"(41.9067042, -87.71053189999999)",41.9067042, -87.71053189999999
1501 N GREENVIEW AVE,"(41.90920190000001, -87.66477520000001)",41.90920190000001, -87.66477520000001
1424 N CLEAVER ST,"(41.90779029999999, -87.6647351)",41.90779029999999, -87.6647351
2756 W MORSE AVE,"(42.0069136, -87.6995628)",42.0069136, -87.6995628
6350 N WHIPPLE ST,"(41.9972629, -87.7060951)",41.9972629, -87.7060951
10021 S LUELLA AVE,"(41.7129127, -87.5682047)",41.7129127, -87.5682047
5558 S GREEN ST,"(41.7925922, -87.64633359999999)",41.7925922, -87.64633359999999
2239 W LUNT AVE,"(42.0087052, -87.687484)",42.0087052, -87.687484
5700 W BERTEAU AVE,"(41.9574434, -87.7703645)",41.9574434, -87.7703645
3130 W 87TH ST,"(41.735285, -87.7003654)",41.735285, -87.7003654
613 W BITTERSWEET PL,"(41.9552378, -87.646237)",41.9552378, -87.646237
4300 W IRVING PARK RD,"(41.953954, -87.7359769)",41.953954, -87.7359769
7700 S WALLACE ST,"(41.7542973, -87.6398482)",41.7542973, -87.6398482
2941 N MC VICKER AVE,"(41.934333, -87.77688859999999)",41.934333, -87.77688859999999
3800 S RHODES AVE,"(41.8256695, -87.61439709999999)",41.8256695, -87.61439709999999
3202 W 28TH ST,"(41.841524, -87.7052983)",41.841524, -87.7052983
7433 S DORCHESTER AVE,"(41.7600198, -87.5904492)",41.7600198, -87.5904492
3228 W FLOURNOY ST,"(41.8727598, -87.7071345)",41.8727598, -87.7071345
5426 S SHIELDS AVE,"(41.79545400000001, -87.6345319)",41.79545400000001, -87.6345319
900 E PERSHING RD.,"(41.8236861, -87.6074701)",41.8236861, -87.6074701
1420 N HUDSON AVE,"(41.907759, -87.6402971)",41.907759, -87.6402971
2935 W POLK ST,"(41.8705589, -87.6997119)",41.8705589, -87.6997119
3035 E 130TH ST,"(41.6591714, -87.549461)",41.6591714, -87.549461
8050 S CHAPPEL AVE,"(41.7488009, -87.5754114)",41.7488009, -87.5754114
2047 N SPAULDING AVE,"(41.9187159, -87.71027219999999)",41.9187159, -87.71027219999999
1640 N MAPLEWOOD AVE,"(41.9112273, -87.6909058)",41.9112273, -87.6909058
230 N KOLMAR AVE,"(41.8842896, -87.7394384)",41.8842896, -87.7394384
6727 S CALIFORNIA AVE,"(41.7709745, -87.69251009999999)",41.7709745, -87.69251009999999
1031 N RUSH ST,"(41.901786, -87.6277908)",41.901786, -87.6277908
4200 W 115TH ST,"(41.6848219, -87.72404379999999)",41.6848219, -87.72404379999999
6734 S KEDZIE AVE,"(41.7709893, -87.7030318)",41.7709893, -87.7030318
6550 S RICHMOND ST,"(41.77517719999999, -87.6971257)",41.77517719999999, -87.6971257
9810 S EXCHANGE AVE,"(41.7168807, -87.55237699999999)",41.7168807, -87.55237699999999
3250 W ADAMS ST,"(41.8790132, -87.70698709999999)",41.8790132, -87.70698709999999
3900 N LAWNDALE AVE,"(41.9522637, -87.72047649999999)",41.9522637, -87.72047649999999
1637 W 87TH ST,"(41.7357665, -87.6644002)",41.7357665, -87.6644002
922 W FLETCHER ST,"(41.939215, -87.652666)",41.939215, -87.652666
8035 S HONORE ST,"(41.74726099999999, -87.669055)",41.74726099999999, -87.669055
4217 W 18TH ST,"(41.8564752, -87.73081359999999)",41.8564752, -87.73081359999999
4100 W WEST END AVE,"(41.8834826, -87.7285216)",41.8834826, -87.7285216
6622 S DR MARTIN LUTHER KING,"(41.7740245, -87.61549)",41.7740245, -87.61549
6937 N RIDGE BLVD,"(42.0076725, -87.6813073)",42.0076725, -87.6813073
1537 N LAWNDALE AVE,"(41.9092399, -87.71884899999999)",41.9092399, -87.71884899999999
5835 N LINCOLN AVE,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
5835 N LINCOLN AVE,"(41.98791629999999, -87.70114430000001)",41.98791629999999, -87.70114430000001
512 S LAVERGNE AVE,"(41.8736435, -87.7557412)",41.8736435, -87.7557412
2250 N CLIFTON AVE,"(41.9229612, -87.6576992)",41.9229612, -87.6576992
4550 W SUNNYSIDE AVE,"(41.9630974, -87.7420401)",41.9630974, -87.7420401
249 E 37TH ST,"(41.8271544, -87.61983459999999)",41.8271544, -87.61983459999999
838 W MARQUETTE RD,"(41.77270800000001, -87.646416)",41.77270800000001, -87.646416
1800 W GARFIELD BL,"(41.7939677, -87.66949509999999)",41.7939677, -87.66949509999999
1841 N SPRINGFIELD AVE,"(41.9146393, -87.7234738)",41.9146393, -87.7234738
3527 S WALLACE ST,"(41.8303654, -87.6408429)",41.8303654, -87.6408429
2712 S SAWYER AVE,"(41.8420103, -87.70659309999999)",41.8420103, -87.70659309999999
6543 S CHAMPLAIN AVE,"(41.77535839999999, -87.60908169999999)",41.77535839999999, -87.60908169999999
4865 N SHERIDAN RD,"(41.9711969, -87.6544481)",41.9711969, -87.6544481
4850 N KENMORE AVE,"(41.9705619, -87.6562558)",41.9705619, -87.6562558
8801 S INDIANA AVE,"(41.734354, -87.618014)",41.734354, -87.618014
1419 E 89TH ST,"(41.7328045, -87.5899013)",41.7328045, -87.5899013
2901 S POPLAR AVE,"(41.8411442, -87.6485994)",41.8411442, -87.6485994
4446_58 S. EMERALD AVE,"(41.8130543, -87.64443709999999)",41.8130543, -87.64443709999999
6901 S FAIRFIELD AVE,"(41.7677443, -87.6915121)",41.7677443, -87.6915121
600 W 36TH ST,"(41.8289869, -87.6411854)",41.8289869, -87.6411854
10714 S SAWYER AVE,"(41.6983547, -87.7024805)",41.6983547, -87.7024805
2210 W PERSHING RD,"(41.8237382, -87.6824446)",41.8237382, -87.6824446
2744 W PERSHING RD,"(41.8230744, -87.6942013)",41.8230744, -87.6942013
2647 E 88TH ST,"(41.7353585, -87.5594199)",41.7353585, -87.5594199
4728 N WOLCOTT AVE,"(41.9681459, -87.6769468)",41.9681459, -87.6769468
1301 W 14TH ST,"(41.8629807, -87.6596682)",41.8629807, -87.6596682
1600 W BRYN MAWR AVE,"(41.9834662, -87.6699028)",41.9834662, -87.6699028
412 S KEELER AVE,"(41.8747409, -87.73078629999999)",41.8747409, -87.73078629999999
149 W 73RD ST,"(41.7618091, -87.6285999)",41.7618091, -87.6285999
2131 E 96TH ST,"(41.7206681, -87.57287409999999)",41.7206681, -87.57287409999999
6343 W IRVING PARK RD,"(41.9526427, -87.7851891)",41.9526427, -87.7851891
3736 N MARSHFIELD AVE,"(41.9499159, -87.6701562)",41.9499159, -87.6701562
6200 W PATTERSON AVE,"(41.94679, -87.7816663)",41.94679, -87.7816663
4196 S STATE ST,"(41.8183525, -87.6263697)",41.8183525, -87.6263697
12339 S NORMAL AVE,"(41.6694238, -87.6340462)",41.6694238, -87.6340462
7140 S DR MARTIN LUTHER KING,"(41.7646673, -87.6157549)",41.7646673, -87.6157549
2754 S TRUMBULL AVE,"(41.8409073, -87.71139099999999)",41.8409073, -87.71139099999999
5311 S HAMILTON AVE,"(41.7970054, -87.6780139)",41.7970054, -87.6780139
401 W BELDEN AVE,"(41.9237493, -87.63938739999999)",41.9237493, -87.63938739999999
5950 S WOODLAWN AVE,"(41.7859785, -87.59633269999999)",41.7859785, -87.59633269999999
3465 NORTH CICERO AVE,"(41.9442648, -87.7466905)",41.9442648, -87.7466905
1331 S MILLARD AVE,"(41.8635725, -87.7162908)",41.8635725, -87.7162908
205 E RANDOLPH ST,"(41.8838832, -87.6218691)",41.8838832, -87.6218691
848 S MILLER ST,"(41.8704061, -87.65225559999999)",41.8704061, -87.65225559999999
5940 S CENTRAL AVE,"(41.78416, -87.762312)",41.78416, -87.762312
9000 S EXCHANGE AVE,"(41.7311453, -87.5533088)",41.7311453, -87.5533088
2916 W 47TH ST,"(41.8086002, -87.6971974)",41.8086002, -87.6971974
2060 W GRANVILLE AVE,"(41.994761, -87.68183049999999)",41.994761, -87.68183049999999
2233 W OHIO ST,"(41.8919352, -87.6834926)",41.8919352, -87.6834926
6446 S KIMBARK AVE,"(41.777334, -87.59502400000001)",41.777334, -87.59502400000001
4415 S DR MARTIN LUTHER KING,"(41.81419090000001, -87.6164524)",41.81419090000001, -87.6164524
3651 W SCHUBERT AVE,"(41.9295238, -87.71908289999999)",41.9295238, -87.71908289999999
1310 S ASHLAND AVE,"(41.8646238, -87.6669594)",41.8646238, -87.6669594
1501 W FULLERTON AVE,"(41.9249831, -87.665897)",41.9249831, -87.665897
2632 W 66TH ST,"(41.7736759, -87.6896336)",41.7736759, -87.6896336
1814 N MONTICELLO AVE,"(41.9141528, -87.7178741)",41.9141528, -87.7178741
6700 N AVONDALE AVE,"(42.0021942, -87.8184285)",42.0021942, -87.8184285
5085 W ADAMS ST,"(41.8780522, -87.7527466)",41.8780522, -87.7527466
1711 N CALIFORNIA AVE,"(41.9130714, -87.69633499999999)",41.9130714, -87.69633499999999
5727 S RACINE AVE,"(41.7896317, -87.6545847)",41.7896317, -87.6545847
11710 S MORGAN ST,"(41.6809259, -87.64743779999999)",41.6809259, -87.64743779999999
8407 S KERFOOT AVE,"(41.7413469, -87.6396041)",41.7413469, -87.6396041
2153 W 111TH ST,"(41.6915158, -87.6756351)",41.6915158, -87.6756351
1744 W PRYOR AVE,"(41.6919264, -87.66576959999999)",41.6919264, -87.66576959999999
6011 S ROCKWELL ST,"(41.7840429, -87.6880979)",41.7840429, -87.6880979
431 N TROY ST,"(41.8890389, -87.704657)",41.8890389, -87.704657
3737 W 99TH ST,"(41.712273, -87.716352)",41.712273, -87.716352
6410 S DANTE AVE,"(41.77866119999999, -87.589582)",41.77866119999999, -87.589582
3724 W 111TH ST,"(41.6913567, -87.71420309999999)",41.6913567, -87.71420309999999
2200 N HAMLIN AVE,"(41.9213743, -87.7224669)",41.9213743, -87.7224669
2036 N AVERS AVE,"(41.9176511, -87.7235197)",41.9176511, -87.7235197
720 W BELMONT AVE,"(41.9402051, -87.64756849999999)",41.9402051, -87.64756849999999
10841 S HOMAN AVE,"(41.6960718, -87.7052305)",41.6960718, -87.7052305
10540 S MORGAN ST,"(41.702288, -87.6483837)",41.702288, -87.6483837
7351 S STONY ISLAND AVE,"(41.7610725, -87.58478989999999)",41.7610725, -87.58478989999999
3150 S ROBINSON CT,"(41.837083, -87.667485)",41.837083, -87.667485
5873 N NINA AVE,"(41.9878081, -87.8033045)",41.9878081, -87.8033045
2617 W 105TH ST,"(41.7017894, -87.6869124)",41.7017894, -87.6869124
3539 W GRACE ST,"(41.9497364, -87.7170874)",41.9497364, -87.7170874
1743 W 73RD ST,"(41.7610873, -87.667889)",41.7610873, -87.667889
5335 S KENWOOD AVE,"(41.7980014, -87.5934479)",41.7980014, -87.5934479
6113 N NEVA AVE,"(41.9928646, -87.805627)",41.9928646, -87.805627
1833 E 71ST ST,"(41.7660312, -87.57982419999999)",41.7660312, -87.57982419999999
4837 W ERIE ST,"(41.8920702, -87.7472655)",41.8920702, -87.7472655
55 W CERMAK RD,"(41.8526024, -87.6292349)",41.8526024, -87.6292349
6820 S WASHTENAW AVE,"(41.7692066, -87.6909357)",41.7692066, -87.6909357
1434 W DIVISION ST,"(41.9036803, -87.664261)",41.9036803, -87.664261
739 N ADA ST,"(41.89539, -87.6611199)",41.89539, -87.6611199
2533 N SACRAMENTO AVE,"(41.92765199999999, -87.70202599999999)",41.92765199999999, -87.70202599999999
8555 S MICHIGAN AVE,"(41.7386141, -87.62057639999999)",41.7386141, -87.62057639999999
2953 W NELSON ST,"(41.9373001, -87.70181579999999)",41.9373001, -87.70181579999999
3252 N BROADWAY,"(41.94155569999999, -87.6451008)",41.94155569999999, -87.6451008
1707 W. MORSE AVE,"(42.0073304, -87.67269619999999)",42.0073304, -87.67269619999999
6737 W FOREST PRESERVE AVE,"(41.9586877, -87.7957466)",41.9586877, -87.7957466
2300 N NARRAGANSETT AVE,"(41.922026, -87.785743)",41.922026, -87.785743
700 W WILLOW ST,"(41.914397, -87.6465655)",41.914397, -87.6465655
1929 W 87TH ST,"(41.7353662, -87.67144789999999)",41.7353662, -87.67144789999999
1342 E 54TH ST,"(41.7980245, -87.5923096)",41.7980245, -87.5923096
6006 S PEORIA ST,"(41.7844599, -87.6478959)",41.7844599, -87.6478959
5250 S ROCKWELL ST,"(41.7981868, -87.68941559999999)",41.7981868, -87.68941559999999
1447_1453 S HARDING AVE,"(41.861065, -87.723445)",41.861065, -87.723445
2121 N KEELER AVE,"(41.91952149999999, -87.7309143)",41.91952149999999, -87.7309143
4127 W HIRSCH ST,"(41.9062393, -87.7300539)",41.9062393, -87.7300539
7200 S INGLESIDE AVE,"(41.7640694, -87.6024357)",41.7640694, -87.6024357
1460 W SUPERIOR ST,"(41.8952034, -87.664611)",41.8952034, -87.664611
1 NORTH STATE ST,"(41.8824143, -87.62724879999999)",41.8824143, -87.62724879999999
3645 W CHICAGO AVE,"(41.89518580000001, -87.718132)",41.89518580000001, -87.718132
1400 W AUGUSTA BL,"(41.9000176, -87.6627352)",41.9000176, -87.6627352
2645 N SHEFFIELD AVE,"(41.9305329, -87.65343399999999)",41.9305329, -87.65343399999999
6660 W 52ND ST,"(41.7977577, -87.78857459999999)",41.7977577, -87.78857459999999
5104 W BELMONT,"(41.9389496, -87.7545167)",41.9389496, -87.7545167
4537 W CARMEN AVE,"(41.9734347, -87.7420959)",41.9734347, -87.7420959
4416 N. TROY ST,"(41.9619799, -87.70763199999999)",41.9619799, -87.70763199999999
5220 N CALIFORNIA AVE,"(41.9763222, -87.69919209999999)",41.9763222, -87.69919209999999
3730 W BRYN MAWR AVE,"(41.9833796, -87.72158879999999)",41.9833796, -87.72158879999999
4338 W WABANSIA AVE,"(41.9126532, -87.73538669999999)",41.9126532, -87.73538669999999
5501 N KEDZIE AVE,"(41.9812798, -87.7078105)",41.9812798, -87.7078105
5108 W DIVISION ST,"(41.9025344, -87.7537794)",41.9025344, -87.7537794
5252 W PALMER ST,"(41.9211098, -87.7578772)",41.9211098, -87.7578772
5801 N NATOMA AVE,"(41.98662270000001, -87.79342799999999)",41.98662270000001, -87.79342799999999
7117 W PETERSON AVE,"(41.9900076, -87.80448489999999)",41.9900076, -87.80448489999999
5900 N NINA AVE,"(41.9892412, -87.8026524)",41.9892412, -87.8026524
7101 W 63RD ST,"(41.777082, -87.79858899999999)",41.777082, -87.79858899999999
3105 N OAK PARK AVE,"(41.9365175, -87.7952629)",41.9365175, -87.7952629
965 W 95TH ST,"(41.721005, -87.6485124)",41.721005, -87.6485124
9440 S VINCENNES AVE,"(41.7222606, -87.65065799999999)",41.7222606, -87.65065799999999
910 E PERSHING RD,"(41.8249607, -87.60390439999999)",41.8249607, -87.60390439999999
6441 S OAKLEY AVE,"(41.776153, -87.680634)",41.776153, -87.680634
2401 W CONGRESS PKWY,"(41.8746515, -87.6865777)",41.8746515, -87.6865777
6500 S RACINE AVE,"(41.7750512, -87.6553561)",41.7750512, -87.6553561
429 N COLUMBUS DR,"(41.8888235, -87.6203965)",41.8888235, -87.6203965
7646 S GREEN ST,"(41.7547862, -87.64596929999999)",41.7547862, -87.64596929999999
8335 S HONORE ST,"(41.742683, -87.6692724)",41.742683, -87.6692724
4712 W OHIO ST,"(41.8915896, -87.7443417)",41.8915896, -87.7443417
607 N HARDING AVE,"(41.8921082, -87.7247632)",41.8921082, -87.7247632
6940 S MERRILL AVE,"(41.7686287, -87.57317309999999)",41.7686287, -87.57317309999999
1532 S MICHIGAN AVE,"(41.8610023, -87.6244461)",41.8610023, -87.6244461
6566 N AVONDALE AVE,"(41.9993519, -87.81517430000001)",41.9993519, -87.81517430000001
6634 W RAVEN ST,"(41.99379039999999, -87.7931364)",41.99379039999999, -87.7931364
5430 N OLCOTT AVE,"(41.9782824, -87.8144555)",41.9782824, -87.8144555
5424 N OKETO AVE,"(41.9787093, -87.8123964)",41.9787093, -87.8123964
1940 W 18TH ST,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
1940 W 18TH ST,"(41.8579753, -87.6750643)",41.8579753, -87.6750643
744 N PULASKI RD,"(41.8943307, -87.726035)",41.8943307, -87.726035
730 N PULASKI RD,"(41.8941496, -87.72646209999999)",41.8941496, -87.72646209999999
3000 S LAWNDALE AVE,"(41.8382715, -87.71769139999999)",41.8382715, -87.71769139999999
525 N ARMOUR ST,"(41.8926537, -87.66555149999999)",41.8926537, -87.66555149999999
6550 S SEELEY AVE,"(41.7741847, -87.67533379999999)",41.7741847, -87.67533379999999
2330 E 99TH ST,"(41.7156226, -87.56716569999999)",41.7156226, -87.56716569999999
2446 N RIDGEWAY AVE,"(41.9258244, -87.7210058)",41.9258244, -87.7210058
9050 S BURLEY AVE,"(41.7304119, -87.5459182)",41.7304119, -87.5459182
2130 S CENTRAL PARK AVE,"(41.8525159, -87.7151457)",41.8525159, -87.7151457
4641 N ASHLAND AVE,"(41.9664797, -87.6688298)",41.9664797, -87.6688298
2235 S ALBANY AVE,"(41.8504839, -87.7025043)",41.8504839, -87.7025043
2228 S WHIPPLE ST,"(41.85084430000001, -87.7018839)",41.85084430000001, -87.7018839
13300 S LANGLEY AVE,"(41.65369740000001, -87.6049453)",41.65369740000001, -87.6049453
4810 S LEAMINGTON AVE,"(41.8051053, -87.7521354)",41.8051053, -87.7521354
4434 N LARAMIE AVE,"(41.9618289, -87.7576867)",41.9618289, -87.7576867
7151 W CORNELIA AVE,"(41.9432242, -87.8065994)",41.9432242, -87.8065994
